IncidentType,StateAbbreviation,State,Region,Year,Month,Count,Duration
Drought,AL,Alabama,4,1977,7-Jul,67,1.0
Drought,AR,Arkansas,6,1976,12-Dec,32,1.0
Drought,AS,American Samoa,9,1974,9-Sep,5,1.0
Drought,AZ,Arizona,9,1977,4-Apr,8,1.0
Drought,CA,California,9,1977,1-Jan,47,1.0
Drought,CO,Colorado,8,1977,1-Jan,42,1.0
Drought,DE,Delaware,3,1965,8-Aug,3,1.0
Drought,FM,Federated States of Micronesia,9,1992,3-Mar,2,1.0
Drought,FM,Federated States of Micronesia,9,1998,1-Jan,3,157.0
Drought,FM,Federated States of Micronesia,9,2007,3-Mar,1,243.0
Drought,GA,Georgia,4,1977,7-Jul,144,1.0
Drought,IA,Iowa,7,1977,3-Mar,3,1.0
Drought,ID,Idaho,10,1977,5-May,9,1.0
Drought,MH,Marshall Islands,9,1998,1-Jan,25,165.0
Drought,MI,Michigan,5,1977,3-Mar,44,1.0
Drought,MN,Minnesota,5,1976,6-Jun,78,1.0
Drought,MO,Missouri,7,1976,9-Sep,94,1.0
Drought,MT,Montana,8,1977,8-Aug,6,1.0
Drought,NC,North Carolina,4,1977,8-Aug,49,1.0
Drought,ND,North Dakota,8,1976,7-Jul,18,1.0
Drought,NE,Nebraska,7,1977,1-Jan,2,1.0
Drought,NJ,New Jersey,2,1965,8-Aug,21,1.0
Drought,NJ,New Jersey,2,1980,10-Oct,21,1.0
Drought,NM,New Mexico,6,1977,3-Mar,8,1.0
Drought,NV,Nevada,9,1977,6-Jun,5,1.0
Drought,NY,New York,2,1965,8-Aug,14,1.0
Drought,OR,Oregon,10,1977,4-Apr,19,1.0
Drought,PA,Pennsylvania,3,1965,8-Aug,13,1.0
Drought,PR,Puerto Rico,2,1964,5-May,1,1.0
Drought,PR,Puerto Rico,2,1974,8-Aug,24,1.0
Drought,SC,South Carolina,4,1977,8-Aug,31,1.0
Drought,SD,South Dakota,8,1976,6-Jun,60,1.0
Drought,TX,Texas,6,1993,8-Aug,149,78.0
Drought,UT,Utah,8,1977,1-Jan,27,1.0
Drought,VA,Virginia,3,1976,10-Oct,38,1.0
Drought,VA,Virginia,3,1977,7-Jul,62,1.0
Drought,VI,Virgin Islands,2,1964,6-Jun,1,1.0
Drought,VI,Virgin Islands,2,1974,7-Jul,2,1.0
Drought,VI,Virgin Islands,2,1977,6-Jun,3,1.0
Drought,VT,Vermont,5,1963,11-Nov,1,1.0
Drought,VT,Vermont,5,1977,9-Sep,1,1.0
Drought,WA,Washington,10,1977,3-Mar,16,1.0
Drought,WI,Wisconsin,5,1976,6-Jun,66,1.0
Drought,WV,West Virginia,3,1977,1-Jan,12,1.0
Drought,WV,West Virginia,3,1977,8-Aug,9,1.0
Drought,WY,Wyoming,8,1977,6-Jun,4,1.0
Earthquake,AK,Alaska,10,1964,3-Mar,1,1.0
Earthquake,AK,Alaska,10,2002,11-Nov,6,8.0
Earthquake,CA,California,9,1971,2-Feb,1,1.0
Earthquake,CA,California,9,1979,10-Oct,1,1.0
Earthquake,CA,California,9,1983,5-May,1,1.0
Earthquake,CA,California,9,1987,10-Oct,2,51.0
Earthquake,CA,California,9,1989,10-Oct,12,63.0
Earthquake,CA,California,9,1992,4-Apr,1,31.0
Earthquake,CA,California,9,1992,6-Jun,2,126.0
Earthquake,CA,California,9,2000,9-Sep,1,1.0
Earthquake,GU,Guam,9,2001,10-Oct,1,1.0
Earthquake,HI,Hawaii,9,1960,1-Jan,1,1.0
Earthquake,HI,Hawaii,9,1973,5-May,1,1.0
Earthquake,HI,Hawaii,9,1975,12-Dec,1,1.0
Earthquake,ID,Idaho,10,1983,10-Oct,3,90.0
Earthquake,NV,Nevada,9,1954,7-Jul,1,1.0
Earthquake,NY,New York,2,2002,4-Apr,6,1.0
Earthquake,OR,Oregon,10,1993,3-Mar,4,1.0
Earthquake,OR,Oregon,10,1993,9-Sep,1,1.0
Earthquake,WA,Washington,10,1965,5-May,6,1.0
Earthquake,WA,Washington,10,2001,2-Feb,24,17.0
Fire,AK,Alaska,10,1996,6-Jun,1,14.0
Fire,AK,Alaska,10,2004,6-Jun,1,37.0
Fire,AK,Alaska,10,2004,7-Jul,1,50.0
Fire,AK,Alaska,10,2006,6-Jun,1,19.0
Fire,AK,Alaska,10,2006,8-Aug,1,2.0
Fire,AK,Alaska,10,2007,6-Jun,1,18.0
Fire,AK,Alaska,10,2009,5-May,1,9.0
Fire,AK,Alaska,10,2011,5-May,1,14.0
Fire,AL,Alabama,4,2001,11-Nov,3,4.0
Fire,AZ,Arizona,9,1999,6-Jun,2,2.0
Fire,AZ,Arizona,9,2002,4-Apr,1,10.0
Fire,AZ,Arizona,9,2002,5-May,1,4.0
Fire,AZ,Arizona,9,2002,6-Jun,6,19.666666666666668
Fire,AZ,Arizona,9,2002,7-Jul,1,6.0
Fire,AZ,Arizona,9,2003,6-Jun,4,23.25
Fire,AZ,Arizona,9,2003,7-Jul,2,10.0
Fire,AZ,Arizona,9,2004,6-Jun,3,16.666666666666668
Fire,AZ,Arizona,9,2005,5-May,1,4.0
Fire,AZ,Arizona,9,2005,6-Jun,5,10.8
Fire,AZ,Arizona,9,2005,7-Jul,2,4.0
Fire,AZ,Arizona,9,2006,6-Jun,4,7.25
Fire,AZ,Arizona,9,2008,6-Jun,1,7.0
Fire,AZ,Arizona,9,2009,10-Oct,1,7.0
Fire,AZ,Arizona,9,2009,5-May,1,3.0
Fire,AZ,Arizona,9,2009,8-Aug,1,7.0
Fire,AZ,Arizona,9,2010,6-Jun,2,9.5
Fire,AZ,Arizona,9,2011,5-May,1,45.0
Fire,AZ,Arizona,9,2011,6-Jun,3,23.666666666666668
Fire,AZ,Arizona,9,2013,6-Jun,2,10.5
Fire,AZ,Arizona,9,2013,7-Jul,1,8.0
Fire,AZ,Arizona,9,2014,5-May,1,16.0
Fire,CA,California,9,1956,12-Dec,1,1.0
Fire,CA,California,9,1961,11-Nov,1,1.0
Fire,CA,California,9,1970,9-Sep,6,1.0
Fire,CA,California,9,1978,10-Oct,1,1.0
Fire,CA,California,9,1980,11-Nov,4,1.0
Fire,CA,California,9,1982,4-Apr,1,1.0
Fire,CA,California,9,1985,6-Jun,6,24.0
Fire,CA,California,9,1988,9-Sep,4,14.0
Fire,CA,California,9,1990,6-Jun,4,8.0
Fire,CA,California,9,1991,10-Oct,1,10.0
Fire,CA,California,9,1992,4-Apr,1,30.0
Fire,CA,California,9,1992,8-Aug,2,42.0
Fire,CA,California,9,1993,10-Oct,6,179.0
Fire,CA,California,9,1996,10-Oct,4,11.0
Fire,CA,California,9,1999,8-Aug,10,98.0
Fire,CA,California,9,2002,2-Feb,1,6.0
Fire,CA,California,9,2002,5-May,1,3.0
Fire,CA,California,9,2002,6-Jun,3,7.333333333333333
Fire,CA,California,9,2002,7-Jul,2,16.0
Fire,CA,California,9,2002,9-Sep,7,9.285714285714286
Fire,CA,California,9,2003,1-Jan,1,5.0
Fire,CA,California,9,2003,10-Oct,9,15.222222222222221
Fire,CA,California,9,2003,6-Jun,2,4.5
Fire,CA,California,9,2003,7-Jul,2,5.0
Fire,CA,California,9,2003,8-Aug,2,4.0
Fire,CA,California,9,2003,9-Sep,1,6.0
Fire,CA,California,9,2004,4-Apr,1,4.0
Fire,CA,California,9,2004,5-May,2,7.5
Fire,CA,California,9,2004,6-Jun,1,12.0
Fire,CA,California,9,2004,7-Jul,7,5.857142857142857
Fire,CA,California,9,2004,8-Aug,6,10.0
Fire,CA,California,9,2004,9-Sep,5,8.8
Fire,CA,California,9,2005,10-Oct,2,5.0
Fire,CA,California,9,2005,11-Nov,1,6.0
Fire,CA,California,9,2005,7-Jul,1,5.0
Fire,CA,California,9,2005,8-Aug,2,8.0
Fire,CA,California,9,2005,9-Sep,3,9.666666666666666
Fire,CA,California,9,2006,10-Oct,1,6.0
Fire,CA,California,9,2006,12-Dec,1,4.0
Fire,CA,California,9,2006,2-Feb,2,11.0
Fire,CA,California,9,2006,7-Jul,3,8.666666666666666
Fire,CA,California,9,2006,9-Sep,2,4.5
Fire,CA,California,9,2007,10-Oct,7,163.0
Fire,CA,California,9,2007,3-Mar,1,4.0
Fire,CA,California,9,2007,5-May,2,5.0
Fire,CA,California,9,2007,6-Jun,2,5.0
Fire,CA,California,9,2007,7-Jul,2,5.5
Fire,CA,California,9,2007,9-Sep,2,6.5
Fire,CA,California,9,2008,10-Oct,2,6.5
Fire,CA,California,9,2008,11-Nov,4,6.0
Fire,CA,California,9,2008,4-Apr,1,7.0
Fire,CA,California,9,2008,5-May,2,7.0
Fire,CA,California,9,2008,6-Jun,14,50.07142857142857
Fire,CA,California,9,2008,9-Sep,1,3.0
Fire,CA,California,9,2009,10-Oct,1,7.0
Fire,CA,California,9,2009,5-May,1,18.0
Fire,CA,California,9,2009,8-Aug,8,10.375
Fire,CA,California,9,2009,9-Sep,1,8.0
Fire,CA,California,9,2010,7-Jul,3,6.0
Fire,CA,California,9,2010,8-Aug,1,6.0
Fire,CA,California,9,2010,9-Sep,2,5.0
Fire,CA,California,9,2011,9-Sep,3,6.0
Fire,CA,California,9,2012,8-Aug,3,14.333333333333334
Fire,CA,California,9,2012,9-Sep,1,5.0
Fire,CA,California,9,2013,5-May,3,8.0
Fire,CA,California,9,2013,8-Aug,2,6.5
Fire,CA,California,9,2013,9-Sep,1,6.0
Fire,CA,California,9,2014,1-Jan,1,7.0
Fire,CA,California,9,2014,5-May,1,9.0
Fire,CA,California,9,2014,7-Jul,1,6.0
Fire,CA,California,9,2014,8-Aug,4,7.0
Fire,CO,Colorado,8,2000,6-Jun,3,13.666666666666666
Fire,CO,Colorado,8,2000,9-Sep,1,5.0
Fire,CO,Colorado,8,2001,10-Oct,1,4.0
Fire,CO,Colorado,8,2002,4-Apr,60,102.68333333333334
Fire,CO,Colorado,8,2002,5-May,2,8.5
Fire,CO,Colorado,8,2002,6-Jun,11,27.181818181818183
Fire,CO,Colorado,8,2002,7-Jul,5,14.0
Fire,CO,Colorado,8,2003,10-Oct,2,3.0
Fire,CO,Colorado,8,2003,11-Nov,1,4.0
Fire,CO,Colorado,8,2003,7-Jul,1,3.0
Fire,CO,Colorado,8,2004,4-Apr,1,7.0
Fire,CO,Colorado,8,2004,7-Jul,1,9.0
Fire,CO,Colorado,8,2005,7-Jul,2,10.0
Fire,CO,Colorado,8,2006,1-Jan,2,10.0
Fire,CO,Colorado,8,2006,6-Jun,1,14.0
Fire,CO,Colorado,8,2006,8-Aug,1,4.0
Fire,CO,Colorado,8,2007,6-Jun,1,5.0
Fire,CO,Colorado,8,2008,4-Apr,1,3.0
Fire,CO,Colorado,8,2010,9-Sep,2,9.0
Fire,CO,Colorado,8,2011,3-Mar,1,6.0
Fire,CO,Colorado,8,2011,4-Apr,1,9.0
Fire,CO,Colorado,8,2011,6-Jun,2,10.0
Fire,CO,Colorado,8,2012,3-Mar,1,8.0
Fire,CO,Colorado,8,2012,6-Jun,3,17.666666666666668
Fire,CO,Colorado,8,2013,6-Jun,4,15.0
Fire,FL,Florida,4,1998,5-May,67,59.0
Fire,FL,Florida,4,1999,4-Apr,52,41.0
Fire,FL,Florida,4,2001,5-May,2,1.0
Fire,FL,Florida,4,2006,5-May,1,43.0
Fire,FL,Florida,4,2007,3-Mar,1,4.0
Fire,FL,Florida,4,2011,4-Apr,1,36.0
Fire,FM,Federated States of Micronesia,9,1981,9-Sep,1,1.0
Fire,GA,Georgia,4,2011,3-Mar,1,32.0
Fire,GA,Georgia,4,2011,6-Jun,4,45.75
Fire,HI,Hawaii,9,1998,2-Feb,1,1.0
Fire,HI,Hawaii,9,2000,3-Mar,1,4.0
Fire,HI,Hawaii,9,2003,5-May,1,4.0
Fire,HI,Hawaii,9,2004,9-Sep,1,5.0
Fire,HI,Hawaii,9,2005,8-Aug,4,5.5
Fire,HI,Hawaii,9,2006,9-Sep,1,6.0
Fire,HI,Hawaii,9,2007,10-Oct,1,11.0
Fire,HI,Hawaii,9,2007,6-Jun,1,8.0
Fire,HI,Hawaii,9,2007,8-Aug,2,7.5
Fire,HI,Hawaii,9,2009,8-Aug,1,10.0
Fire,HI,Hawaii,9,2010,6-Jun,1,6.0
Fire,ID,Idaho,10,1960,7-Jul,1,1.0
Fire,ID,Idaho,10,1967,8-Aug,10,1.0
Fire,ID,Idaho,10,2000,7-Jul,15,62.0
Fire,ID,Idaho,10,2007,8-Aug,4,19.75
Fire,ID,Idaho,10,2010,8-Aug,1,9.0
Fire,ID,Idaho,10,2012,8-Aug,1,22.0
Fire,ID,Idaho,10,2012,9-Sep,1,10.0
Fire,ID,Idaho,10,2013,8-Aug,1,18.0
Fire,KS,Kansas,7,2011,4-Apr,2,2.0
Fire,KY,Kentucky,4,2001,11-Nov,6,20.0
Fire,LA,Louisiana,6,2000,9-Sep,11,15.0
Fire,MA,Massachusetts,1,1973,10-Oct,1,1.0
Fire,MA,Massachusetts,1,1981,12-Dec,1,1.0
Fire,MA,Massachusetts,1,1999,12-Dec,1,11.0
Fire,MH,Marshall Islands,9,1987,2-Feb,1,1.0
Fire,MI,Michigan,5,1999,5-May,1,5.0
Fire,MN,Minnesota,5,2000,10-Oct,5,15.0
Fire,MN,Minnesota,5,2002,5-May,1,5.0
Fire,MO,Missouri,7,2000,3-Mar,1,5.0
Fire,MT,Montana,8,1999,7-Jul,1,3.0
Fire,MT,Montana,8,2000,7-Jul,48,75.0
Fire,MT,Montana,8,2003,7-Jul,3,23.666666666666668
Fire,MT,Montana,8,2003,8-Aug,7,28.714285714285715
Fire,MT,Montana,8,2006,7-Jul,1,4.0
Fire,MT,Montana,8,2006,8-Aug,3,13.333333333333334
Fire,MT,Montana,8,2007,8-Aug,3,16.666666666666668
Fire,MT,Montana,8,2007,9-Sep,1,1.0
Fire,MT,Montana,8,2009,9-Sep,1,3.0
Fire,MT,Montana,8,2011,8-Aug,1,4.0
Fire,MT,Montana,8,2012,6-Jun,1,7.0
Fire,MT,Montana,8,2012,9-Sep,1,7.0
Fire,MT,Montana,8,2013,7-Jul,1,7.0
Fire,ND,North Dakota,8,2002,6-Jun,1,5.0
Fire,NE,Nebraska,7,2006,7-Jul,3,23.333333333333332
Fire,NE,Nebraska,7,2012,8-Aug,3,12.0
Fire,NH,New Hampshire,3,1953,7-Jul,1,1.0
Fire,NJ,New Jersey,2,2001,9-Sep,21,1.0
Fire,NJ,New Jersey,2,2002,6-Jun,1,1.0
Fire,NM,New Mexico,6,1998,6-Jun,1,109.0
Fire,NM,New Mexico,6,2000,4-Apr,2,13.0
Fire,NM,New Mexico,6,2000,5-May,57,53.10526315789474
Fire,NM,New Mexico,6,2000,6-Jun,1,7.0
Fire,NM,New Mexico,6,2001,6-Jun,2,2.0
Fire,NM,New Mexico,6,2002,3-Mar,1,10.0
Fire,NM,New Mexico,6,2002,4-Apr,1,35.0
Fire,NM,New Mexico,6,2002,5-May,3,17.333333333333332
Fire,NM,New Mexico,6,2002,6-Jun,4,30.0
Fire,NM,New Mexico,6,2002,8-Aug,1,17.0
Fire,NM,New Mexico,6,2003,5-May,1,2.0
Fire,NM,New Mexico,6,2004,6-Jun,1,7.0
Fire,NM,New Mexico,6,2006,1-Jan,2,4.0
Fire,NM,New Mexico,6,2006,3-Mar,1,7.0
Fire,NM,New Mexico,6,2007,11-Nov,1,60.0
Fire,NM,New Mexico,6,2007,2-Feb,1,11.0
Fire,NM,New Mexico,6,2008,4-Apr,1,73.0
Fire,NM,New Mexico,6,2008,6-Jun,1,1.0
Fire,NM,New Mexico,6,2009,5-May,1,9.0
Fire,NM,New Mexico,6,2011,3-Mar,1,5.0
Fire,NM,New Mexico,6,2011,4-Apr,4,11.5
Fire,NM,New Mexico,6,2011,6-Jun,7,42.42857142857143
Fire,NM,New Mexico,6,2012,5-May,2,70.0
Fire,NM,New Mexico,6,2012,6-Jun,3,27.666666666666668
Fire,NM,New Mexico,6,2013,5-May,1,63.0
Fire,NV,Nevada,9,1999,7-Jul,1,3.0
Fire,NV,Nevada,9,2000,6-Jun,1,3.0
Fire,NV,Nevada,9,2000,8-Aug,2,3.0
Fire,NV,Nevada,9,2001,7-Jul,1,1.0
Fire,NV,Nevada,9,2002,6-Jun,1,5.0
Fire,NV,Nevada,9,2002,7-Jul,3,11.333333333333334
Fire,NV,Nevada,9,2003,6-Jun,1,3.0
Fire,NV,Nevada,9,2003,7-Jul,2,3.0
Fire,NV,Nevada,9,2003,9-Sep,1,2.0
Fire,NV,Nevada,9,2004,6-Jun,1,6.0
Fire,NV,Nevada,9,2004,7-Jul,4,12.0
Fire,NV,Nevada,9,2004,8-Aug,1,7.0
Fire,NV,Nevada,9,2005,6-Jun,1,15.0
Fire,NV,Nevada,9,2005,7-Jul,3,4.333333333333333
Fire,NV,Nevada,9,2005,8-Aug,2,5.5
Fire,NV,Nevada,9,2006,11-Nov,1,2.0
Fire,NV,Nevada,9,2006,6-Jun,5,5.6
Fire,NV,Nevada,9,2006,8-Aug,2,6.0
Fire,NV,Nevada,9,2007,7-Jul,5,5.8
Fire,NV,Nevada,9,2009,7-Jul,1,6.0
Fire,NV,Nevada,9,2010,7-Jul,1,6.0
Fire,NV,Nevada,9,2011,10-Oct,1,4.0
Fire,NV,Nevada,9,2011,11-Nov,1,4.0
Fire,NV,Nevada,9,2011,9-Sep,1,2.0
Fire,NV,Nevada,9,2012,1-Jan,1,3.0
Fire,NY,New York,2,1999,8-Aug,1,1.0
Fire,OK,Oklahoma,6,1977,1-Jan,1,1.0
Fire,OK,Oklahoma,6,1996,2-Feb,7,95.0
Fire,OK,Oklahoma,6,2000,9-Sep,3,13.333333333333334
Fire,OK,Oklahoma,6,2003,7-Jul,1,5.0
Fire,OK,Oklahoma,6,2005,12-Dec,1,4.0
Fire,OK,Oklahoma,6,2006,11-Nov,77,125.0
Fire,OK,Oklahoma,6,2006,4-Apr,1,10.0
Fire,OK,Oklahoma,6,2008,6-Jun,1,1.0
Fire,OK,Oklahoma,6,2011,3-Mar,5,4.0
Fire,OK,Oklahoma,6,2011,4-Apr,4,4.0
Fire,OK,Oklahoma,6,2011,6-Jun,1,6.0
Fire,OK,Oklahoma,6,2011,7-Jul,3,4.666666666666667
Fire,OK,Oklahoma,6,2011,8-Aug,11,6.090909090909091
Fire,OK,Oklahoma,6,2011,9-Sep,1,7.0
Fire,OK,Oklahoma,6,2012,7-Jul,1,5.0
Fire,OK,Oklahoma,6,2012,8-Aug,7,7.714285714285714
Fire,OR,Oregon,10,2001,8-Aug,2,5.5
Fire,OR,Oregon,10,2002,7-Jul,8,6.875
Fire,OR,Oregon,10,2003,8-Aug,3,64.0
Fire,OR,Oregon,10,2003,9-Sep,2,5.5
Fire,OR,Oregon,10,2004,8-Aug,2,10.0
Fire,OR,Oregon,10,2006,7-Jul,2,15.5
Fire,OR,Oregon,10,2007,7-Jul,1,18.0
Fire,OR,Oregon,10,2007,9-Sep,1,10.0
Fire,OR,Oregon,10,2009,8-Aug,2,5.0
Fire,PR,Puerto Rico,2,2009,10-Oct,5,4.0
Fire,SC,South Carolina,4,2001,11-Nov,1,20.0
Fire,SC,South Carolina,4,2002,6-Jun,1,8.0
Fire,SD,South Dakota,8,2000,8-Aug,1,10.0
Fire,SD,South Dakota,8,2002,6-Jun,1,19.0
Fire,SD,South Dakota,8,2002,8-Aug,2,14.0
Fire,SD,South Dakota,8,2003,11-Nov,1,2.0
Fire,SD,South Dakota,8,2005,4-Apr,1,3.0
Fire,SD,South Dakota,8,2005,7-Jul,2,6.5
Fire,SD,South Dakota,8,2006,7-Jul,1,12.0
Fire,SD,South Dakota,8,2007,7-Jul,2,13.5
Fire,SD,South Dakota,8,2012,7-Jul,1,5.0
Fire,TX,Texas,6,1996,2-Feb,50,210.0
Fire,TX,Texas,6,1998,6-Jun,1,153.0
Fire,TX,Texas,6,1999,10-Oct,1,1.0
Fire,TX,Texas,6,1999,11-Nov,1,1.0
Fire,TX,Texas,6,1999,3-Mar,1,1.0
Fire,TX,Texas,6,1999,7-Jul,3,6.0
Fire,TX,Texas,6,1999,8-Aug,231,129.75324675324674
Fire,TX,Texas,6,1999,9-Sep,2,6.5
Fire,TX,Texas,6,2000,1-Jan,3,1.0
Fire,TX,Texas,6,2000,10-Oct,1,2.0
Fire,TX,Texas,6,2000,8-Aug,3,22.333333333333332
Fire,TX,Texas,6,2000,9-Sep,11,6.363636363636363
Fire,TX,Texas,6,2001,8-Aug,1,17.0
Fire,TX,Texas,6,2001,9-Sep,1,2.0
Fire,TX,Texas,6,2006,11-Nov,254,169.0
Fire,TX,Texas,6,2008,2-Feb,6,6.166666666666667
Fire,TX,Texas,6,2008,3-Mar,239,165.0041841004184
Fire,TX,Texas,6,2008,4-Apr,2,4.0
Fire,TX,Texas,6,2008,5-May,2,4.0
Fire,TX,Texas,6,2008,6-Jun,4,1.75
Fire,TX,Texas,6,2008,8-Aug,1,8.0
Fire,TX,Texas,6,2009,2-Feb,3,10.333333333333334
Fire,TX,Texas,6,2009,3-Mar,3,8.333333333333334
Fire,TX,Texas,6,2009,4-Apr,10,6.3
Fire,TX,Texas,6,2011,3-Mar,3,7.0
Fire,TX,Texas,6,2011,4-Apr,33,16.696969696969695
Fire,TX,Texas,6,2011,5-May,6,6.166666666666667
Fire,TX,Texas,6,2011,6-Jun,12,8.5
Fire,TX,Texas,6,2011,7-Jul,1,10.0
Fire,TX,Texas,6,2011,8-Aug,1,33.0
Fire,TX,Texas,6,2011,9-Sep,8,25.625
Fire,TX,Texas,6,2012,4-Apr,1,18.0
Fire,UT,Utah,8,2002,6-Jun,1,6.0
Fire,UT,Utah,8,2003,7-Jul,1,15.0
Fire,UT,Utah,8,2005,6-Jun,1,5.0
Fire,UT,Utah,8,2007,6-Jun,2,6.0
Fire,UT,Utah,8,2007,7-Jul,2,14.0
Fire,UT,Utah,8,2012,6-Jun,3,6.0
Fire,UT,Utah,8,2012,7-Jul,1,8.0
Fire,UT,Utah,8,2013,8-Aug,1,7.0
Fire,UT,Utah,8,2014,7-Jul,1,2.0
Fire,VA,Virginia,3,2001,11-Nov,6,23.5
Fire,VA,Virginia,3,2001,9-Sep,1,1.0
Fire,VA,Virginia,3,2002,2-Feb,1,4.0
Fire,WA,Washington,10,1991,10-Oct,6,9.0
Fire,WA,Washington,10,1998,7-Jul,1,4.0
Fire,WA,Washington,10,2000,8-Aug,2,5.0
Fire,WA,Washington,10,2001,7-Jul,1,8.0
Fire,WA,Washington,10,2001,8-Aug,7,12.571428571428571
Fire,WA,Washington,10,2002,7-Jul,2,5.5
Fire,WA,Washington,10,2003,7-Jul,2,6.5
Fire,WA,Washington,10,2003,9-Sep,1,13.0
Fire,WA,Washington,10,2004,7-Jul,3,6.0
Fire,WA,Washington,10,2004,8-Aug,2,10.5
Fire,WA,Washington,10,2005,7-Jul,1,9.0
Fire,WA,Washington,10,2005,8-Aug,2,13.0
Fire,WA,Washington,10,2006,8-Aug,3,16.666666666666668
Fire,WA,Washington,10,2006,9-Sep,1,8.0
Fire,WA,Washington,10,2007,7-Jul,2,4.0
Fire,WA,Washington,10,2007,9-Sep,1,4.0
Fire,WA,Washington,10,2008,7-Jul,2,9.5
Fire,WA,Washington,10,2009,7-Jul,1,6.0
Fire,WA,Washington,10,2009,8-Aug,3,5.333333333333333
Fire,WA,Washington,10,2010,7-Jul,1,4.0
Fire,WA,Washington,10,2010,8-Aug,1,6.0
Fire,WA,Washington,10,2012,8-Aug,1,16.0
Fire,WA,Washington,10,2012,9-Sep,9,13.444444444444445
Fire,WA,Washington,10,2013,7-Jul,2,19.0
Fire,WA,Washington,10,2013,8-Aug,2,7.0
Fire,WA,Washington,10,2014,7-Jul,2,28.0
Fire,WV,West Virginia,3,1996,7-Jul,10,14.0
Fire,WV,West Virginia,3,2001,11-Nov,14,15.0
Fire,WY,Wyoming,8,2000,7-Jul,1,5.0
Fire,WY,Wyoming,8,2001,7-Jul,2,11.5
Fire,WY,Wyoming,8,2001,9-Sep,1,4.0
Fire,WY,Wyoming,8,2002,6-Jun,3,18.0
Fire,WY,Wyoming,8,2002,8-Aug,1,18.0
Fire,WY,Wyoming,8,2003,11-Nov,1,2.0
Fire,WY,Wyoming,8,2006,7-Jul,1,12.0
Fire,WY,Wyoming,8,2006,8-Aug,1,12.0
Fire,WY,Wyoming,8,2007,8-Aug,1,10.0
Fire,WY,Wyoming,8,2012,6-Jun,3,11.0
Fire,WY,Wyoming,8,2012,7-Jul,2,7.0
Fire,WY,Wyoming,8,2012,9-Sep,1,8.0
Flood,AK,Alaska,10,1986,10-Oct,4,4.0
Flood,AK,Alaska,10,1986,9-Sep,1,2.0
Flood,AK,Alaska,10,1989,5-May,3,41.0
Flood,AK,Alaska,10,1995,9-Sep,4,23.0
Flood,AK,Alaska,10,2002,4-Apr,6,34.0
Flood,AK,Alaska,10,2006,5-May,3,18.0
Flood,AL,Alabama,4,1961,2-Feb,1,1.0
Flood,AL,Alabama,4,1973,5-May,12,1.0
Flood,AL,Alabama,4,1975,3-Mar,23,1.0
Flood,AL,Alabama,4,1975,4-Apr,8,1.0
Flood,AL,Alabama,4,1977,4-Apr,9,1.0
Flood,AL,Alabama,4,1978,8-Aug,1,1.0
Flood,AL,Alabama,4,1979,3-Mar,9,1.0
Flood,AL,Alabama,4,1979,4-Apr,28,1.0
Flood,AL,Alabama,4,1981,5-May,1,1.0
Flood,AL,Alabama,4,1991,12-Dec,12,27.0
Flood,AR,Arkansas,6,1958,5-May,1,1.0
Flood,AR,Arkansas,6,1961,5-May,1,1.0
Flood,AR,Arkansas,6,1963,8-Aug,1,1.0
Flood,AR,Arkansas,6,1964,3-Mar,1,1.0
Flood,AR,Arkansas,6,1969,2-Feb,36,1.0
Flood,AR,Arkansas,6,1972,1-Jan,27,1.0
Flood,AR,Arkansas,6,1973,4-Apr,43,1.0
Flood,AR,Arkansas,6,1973,5-May,5,1.0
Flood,AR,Arkansas,6,1974,5-May,1,1.0
Flood,AR,Arkansas,6,1974,6-Jun,8,1.0
Flood,AR,Arkansas,6,1975,6-Jun,7,1.0
Flood,AR,Arkansas,6,1978,9-Sep,2,1.0
Flood,AR,Arkansas,6,1983,7-Jul,5,2.0
Flood,AR,Arkansas,6,1987,12-Dec,11,11.0
Flood,AR,Arkansas,6,1990,5-May,37,34.0
Flood,AR,Arkansas,6,1991,4-Apr,21,30.0
Flood,AR,Arkansas,6,1997,4-Apr,28,18.0
Flood,AS,American Samoa,9,1979,11-Nov,5,1.0
Flood,AZ,Arizona,9,1966,4-Apr,5,1.0
Flood,AZ,Arizona,9,1970,9-Sep,6,1.0
Flood,AZ,Arizona,9,1972,10-Oct,2,1.0
Flood,AZ,Arizona,9,1972,7-Jul,3,1.0
Flood,AZ,Arizona,9,1977,11-Nov,3,1.0
Flood,AZ,Arizona,9,1978,12-Dec,6,1.0
Flood,AZ,Arizona,9,1978,3-Mar,10,1.0
Flood,AZ,Arizona,9,1980,2-Feb,5,1.0
Flood,AZ,Arizona,9,1983,6-Jun,3,5.0
Flood,AZ,Arizona,9,1983,9-Sep,11,18.0
Flood,AZ,Arizona,9,1990,7-Jul,7,69.0
Flood,AZ,Arizona,9,1993,1-Jan,13,61.0
Flood,CA,California,9,1954,2-Feb,1,1.0
Flood,CA,California,9,1955,12-Dec,1,1.0
Flood,CA,California,9,1958,4-Apr,1,1.0
Flood,CA,California,9,1962,10-Oct,1,1.0
Flood,CA,California,9,1962,3-Mar,1,1.0
Flood,CA,California,9,1963,2-Feb,1,1.0
Flood,CA,California,9,1964,12-Dec,31,1.0
Flood,CA,California,9,1965,12-Dec,4,1.0
Flood,CA,California,9,1966,1-Jan,1,1.0
Flood,CA,California,9,1967,1-Jan,8,1.0
Flood,CA,California,9,1969,1-Jan,37,1.0
